idRutas;Nombre_Ruta;Destino;Posicion;Nombre_Parada;Tipo_Servicio;Estación
4;A74;Calle 72;4870;Calle 127 A - 2 ó 5;TRONCAL;Calle 127
4;A74;Calle 72;9420;Calle 76 C - 2;TRONCAL;Calle 76
4;A74;Calle 72;9956;Calle 72 C - 2;TRONCAL;Calle 72
6;B10;Portal Norte;0;Portal 80 T-2;TRONCAL;Portal 80
6;B10;Portal Norte;1073;Cra. 90 A - 2 ó 5;TRONCAL;Carrera 90
6;B10;Portal Norte;1628;Av. Cali A - 2 ó 5;TRONCAL;Avenida Cali
6;B10;Portal Norte;2089;Granja - Cra. 77 D - 2 ó 5;TRONCAL;Granja - Carrera 77
6;B10;Portal Norte;4440;Av. 68 B - 2 ó 5;TRONCAL;Avenida 68
6;B10;Portal Norte;5094;Cra. 53 A - 2 ó 5;TRONCAL;Carrera 53
6;B10;Portal Norte;5691;Cra. 47 B - 2 ó 5;TRONCAL;Carrera 47
6;B10;Portal Norte;8130;Calle 85 A - 4 ó 6;TRONCAL;Calle 85
6;B10;Portal Norte;8573;Virrey A - 4 ó 6;TRONCAL;Virrey
6;B10;Portal Norte;9561;Calle 100 B - 4 ó 6;TRONCAL;Calle 100
6;B10;Portal Norte;10426;Calle 106 A - 4 ó 6;TRONCAL;Calle 106
6;B10;Portal Norte;11122;Pepe Sierra A - 4 ó 6;TRONCAL;Pepe Sierra
6;B10;Portal Norte;13810;Alcalá C - 4 ó 6;TRONCAL;Alcalá
6;B10;Portal Norte;14760;Calle 146 A - 4 ó 6;TRONCAL;Calle 146
6;B10;Portal Norte;16466;Toberín B - 4 ó 6;TRONCAL;Toberín
6;B10;Portal Norte;17424;Portal Norte T1;TRONCAL;Portal Norte
6;D10;Portal 80;0;Portal Norte T1;TRONCAL;Portal Norte
6;D10;Portal 80;1616;Toberín A - 2 ó 5;TRONCAL;Toberín
6;D10;Portal 80;3253;Calle 146 A - 2 ó 5;TRONCAL;Calle 146
6;D10;Portal 80;4170;Alcalá C - 2 ó 5;TRONCAL;Alcalá
6;D10;Portal 80;6805;Pepe Sierra B - 2 ó 5;TRONCAL;Pepe Sierra
6;D10;Portal 80;7240;Calle 106 B - 2 ó 5;TRONCAL;Calle 106
6;D10;Portal 80;8344;Calle 100 C - 2 ó 5;TRONCAL;Calle 100
6;D10;Portal 80;9246;Virrey C - 2 ó 5;TRONCAL;Virrey
6;D10;Portal 80;9556;Calle 85 C - 2 ó 5;TRONCAL;Calle 85
6;D10;Portal 80;12270;Cra. 47 B - 4 ó 6;TRONCAL;Carrera 47
6;D10;Portal 80;12865;Cra. 53 A - 4 ó 6;TRONCAL;Carrera 53
6;D10;Portal 80;13530;Av. 68 B - 4 ó 6;TRONCAL;Avenida 68
6;D10;Portal 80;15873;Granja - Cra. 77 D - 4 ó 6;TRONCAL;Granja - Carrera 77
6;D10;Portal 80;16332;Av. Cali A - 4 ó 6;TRONCAL;Avenida  Cali
6;D10;Portal 80;16889;Cra. 90 A - 4 ó 6;TRONCAL;Carrera 90
6;D10;Portal 80;18044;Portal 80 T-2;TRONCAL;Portal 80
7;B12;Portal Norte;0;Portal Sur T3;TRONCAL;Portal Sur
7;B12;Portal Norte;746;Perdomo A - 3 ó 6;TRONCAL;Perdomo
7;B12;Portal Norte;4799;G. Santander B - 4 ó 6;TRONCAL;General Santander
7;B12;Portal Norte;8350;Comuneros A - 4 ó 6;TRONCAL;Comuneros
7;B12;Portal Norte;9441;Ricaurte B - 4 ó 6;TRONCAL;Ricáurte
7;B12;Portal Norte;12088;Av. El Dorado A - 4 ó 6;TRONCAL;Avenida El Dorado
7;B12;Portal Norte;12719;U. Nacional A - 4 ó 6;TRONCAL;Universidad Nacional
7;B12;Portal Norte;15010;Simón Bolívar A - 4 ó 6;TRONCAL;Simón Bolívar
7;B12;Portal Norte;16582;NQS - Calle 75 A - 4 ó 6;TRONCAL;Calle 75
7;B12;Portal Norte;17791;Castellana B - 4 ó 6;TRONCAL;Castellana
7;B12;Portal Norte;18885;Calle 100 A - 4 ó 6;TRONCAL;Calle 100
7;B12;Portal Norte;21247;Calle 127 A - 4 ó 6;TRONCAL;Calle 127
7;B12;Portal Norte;22443;Prado C - 4 ó 6;TRONCAL;Prado
7;B12;Portal Norte;23639;Calle 142 A - 4 ó 6;TRONCAL;Calle 142
7;B12;Portal Norte;25845;Toberín A - 4 ó 6;TRONCAL;Toberín
7;B12;Portal Norte;27227;Portal Norte T4;TRONCAL;Portal Norte
7;B12;Portal Norte;0;G. Santander A - 2 ó 5;TRONCAL;General Santander
7;B12;Portal Norte;199;G. Santander B - 4 ó 6;TRONCAL;General Santander
7;B12;Portal Norte;3750;Comuneros A - 4 ó 6;TRONCAL;Comuneros
7;B12;Portal Norte;4841;Ricaurte B - 4 ó 6;TRONCAL;Ricáurte
7;B12;Portal Norte;7488;Av. El Dorado A - 4 ó 6;TRONCAL;Avenida El Dorado
7;B12;Portal Norte;8119;U. Nacional A - 4 ó 6;TRONCAL;Universidad Nacional
7;B12;Portal Norte;10410;Simón Bolívar A - 4 ó 6;TRONCAL;Simón Bolívar
7;B12;Portal Norte;11982;NQS - Calle 75 A - 4 ó 6;TRONCAL;Calle 75
7;B12;Portal Norte;13191;Castellana B - 4 ó 6;TRONCAL;Castellana
7;B12;Portal Norte;14285;Calle 100 A - 4 ó 6;TRONCAL;Calle 100
7;B12;Portal Norte;16647;Calle 127 A - 4 ó 6;TRONCAL;Calle 127
7;B12;Portal Norte;17843;Prado C - 4 ó 6;TRONCAL;Prado
7;B12;Portal Norte;19039;Calle 142 A - 4 ó 6;TRONCAL;Calle 142
7;B12;Portal Norte;21245;Toberín A - 4 ó 6;TRONCAL;Toberín
7;B12;Portal Norte;22627;Portal Norte T4;TRONCAL;Portal Norte
7;G12;General Santander;0;Portal Norte T4;TRONCAL;Portal Norte
7;G12;General Santander;1117;Toberín B - 2 ó 5;TRONCAL;Toberín
7;G12;General Santander;3050;Calle 142 B - 2 ó 5;TRONCAL;Calle 142
7;G12;General Santander;4526;Prado C - 2 ó 5;TRONCAL;Prado
7;G12;General Santander;5666;Calle 127 B - 2 ó 5;TRONCAL;Calle 127
7;G12;General Santander;8086;Calle 100 A - 2 ó 5;TRONCAL;Calle 100
7;G12;General Santander;9427;Castellana A - 2 ó 5;TRONCAL;Castellana
7;G12;General Santander;10303;NQS - Calle 75 B - 2 ó 5;TRONCAL;Calle 75
7;G12;General Santander;11893;Simón Bolívar B - 2 ó 5;TRONCAL;Simón Bolívar
7;G12;General Santander;14154;U. Nacional B - 2 ó 5;TRONCAL;Universidad Nacional
7;G12;General Santander;14887;Av. El Dorado A - 2 ó 5;TRONCAL;Avenida El Dorado
7;G12;General Santander;17456;Ricaurte C - 2 ó 5;TRONCAL;Ricáurte
7;G12;General Santander;18550;Comuneros B - 2 ó 5;TRONCAL;Comuneros
7;G12;General Santander;22243;G. Santander A - 2 ó 5;TRONCAL;General Santander
7;G12;Portal Sur;0;Portal Norte T4;TRONCAL;Portal Norte
7;G12;Portal Sur;1117;Toberín B - 2 ó 5;TRONCAL;Toberín
7;G12;Portal Sur;3050;Calle 142 B - 2 ó 5;TRONCAL;Calle 142
7;G12;Portal Sur;4526;Prado C - 2 ó 5;TRONCAL;Prado
7;G12;Portal Sur;5666;Calle 127 B - 2 ó 5;TRONCAL;Calle 127
7;G12;Portal Sur;8086;Calle 100 A - 2 ó 5;TRONCAL;Calle 100
7;G12;Portal Sur;9427;Castellana A - 2 ó 5;TRONCAL;Castellana
7;G12;Portal Sur;10303;NQS - Calle 75 B - 2 ó 5;TRONCAL;Calle 75
7;G12;Portal Sur;11893;Simón Bolívar B - 2 ó 5;TRONCAL;Simón Bolívar
7;G12;Portal Sur;14154;U. Nacional B - 2 ó 5;TRONCAL;Universidad Nacional
7;G12;Portal Sur;14887;Av. El Dorado A - 2 ó 5;TRONCAL;Avenida El Dorado
7;G12;Portal Sur;17456;Ricaurte C - 2 ó 5;TRONCAL;Ricáurte
7;G12;Portal Sur;18550;Comuneros B - 2 ó 5;TRONCAL;Comuneros
7;G12;Portal Sur;22243;G. Santander A - 2 ó 5;TRONCAL;General Santander
7;G12;Portal Sur;26214;Perdomo A - 1 ó 5;TRONCAL;Perdomo
7;G12;Portal Sur;26797;Portal Sur T3;TRONCAL;Portal Sur
8;B13;Portal Norte;0;Portal Tunal T1;TRONCAL;Portal Tunal
8;B13;Portal Norte;2298;Biblioteca A - 4 ó 6;TRONCAL;Biblioteca
8;B13;Portal Norte;4527;Quiroga A - 3;TRONCAL;Quiroga
8;B13;Portal Norte;6131;Restrepo B - 4;TRONCAL;Restrepo
8;B13;Portal Norte;7731;Hortúa B - 4;TRONCAL;Hortúa
8;B13;Portal Norte;8744;Tercer Milenio A - 4 ó 6;TRONCAL;Tercer Milenio
8;B13;Portal Norte;10692;Calle 22 C - 3 ó 6;TRONCAL;Calle 22
8;B13;Portal Norte;12377;Av. 39 A - 4 ó 6;TRONCAL;Avenida 39
8;B13;Portal Norte;14926;Calle 63 C - 3;TRONCAL;Calle 63
8;B13;Portal Norte;15643;Flores B - 4 ó 6;TRONCAL;Flores
8;B13;Portal Norte;17525;Calle 85 B - 4 ó 6;TRONCAL;Calle 85
8;B13;Portal Norte;18971;Calle 100 C - 4;TRONCAL;Calle 100
8;B13;Portal Norte;19798;Calle 106 B - 3;TRONCAL;Calle 106
8;B13;Portal Norte;23578;Calle 142 A - 4 ó 6;TRONCAL;Calle 142
8;B13;Portal Norte;24565;Mazurén B - 4;TRONCAL;Mazurén
8;B13;Portal Norte;25298;Calle 161 B - 4;TRONCAL;Calle 161
8;B13;Portal Norte;27314;Portal Norte T5A;TRONCAL;Portal Norte
8;H13;Portal Tunal;0;Portal Norte T5A;TRONCAL;Portal Norte
8;H13;Portal Tunal;1243;Calle 161 A - 2;TRONCAL;Calle 161
8;H13;Portal Tunal;1958;Mazurén C - 1;TRONCAL;Mazurén
8;H13;Portal Tunal;2959;Calle 142 A - 2;TRONCAL;Calle 142
8;H13;Portal Tunal;6743;Calle 106 A - 2 ó 5;TRONCAL;Calle 106
8;H13;Portal Tunal;7865;Calle 100 B - 2 ó 5;TRONCAL;Calle 100
8;H13;Portal Tunal;9296;Calle 85 A - 2 ó 5;TRONCAL;Calle 85
8;H13;Portal Tunal;11163;Flores A - 2 ó 5;TRONCAL;Flores
8;H13;Portal Tunal;11956;Calle 63 A - 2 ó 5;TRONCAL;Calle 63
8;H13;Portal Tunal;14223;Av. 39 C- 2;TRONCAL;Avenida 39
8;H13;Portal Tunal;16043;Calle 22 C - 2;TRONCAL;Calle 22
8;H13;Portal Tunal;17928;Tercer Milenio B - 2 ó 5;TRONCAL;Tercer Milenio
8;H13;Portal Tunal;18993;Hortúa B - 1;TRONCAL;Hortúa
8;H13;Portal Tunal;20601;Restrepo B - 1;TRONCAL;Restrepo
8;H13;Portal Tunal;22200;Quiroga A - 2;TRONCAL;Quiroga
8;H13;Portal Tunal;24426;Biblioteca A - 2 ó 5;TRONCAL;Biblioteca
8;H13;Portal Tunal;25730;Portal Tunal T1;TRONCAL;Portal Tunal
9;F14;Portal Américas;0;Portal Norte T2A;TRONCAL;Portal Norte
9;F14;Portal Américas;3115;Calle 146 A - 2 ó 5;TRONCAL;Calle 146
9;F14;Portal Américas;4103;Alcalá B - 2 ó 5;TRONCAL;Alcalá
9;F14;Portal Américas;5935;Calle 127 B - 2 ó 5;TRONCAL;Calle 127
9;F14;Portal Américas;8282;Calle 100 B - 2 ó 5;TRONCAL;Calle 100
9;F14;Portal Américas;9657;Calle 85 B - 2 ó 5;TRONCAL;Calle 85
9;F14;Portal Américas;10098;Héroes A - 1 ó 5;TRONCAL;Héroes
9;F14;Portal Américas;13519;Marly B - 2 ó 5;TRONCAL;Marly
9;F14;Portal Américas;14192;Calle 45 B - 2 ó 5;TRONCAL;Calle 45
9;F14;Portal Américas;15321;Calle 34 B - 2 ó 5;TRONCAL;Calle 34
9;F14;Portal Américas;15987;Calle 26 A - 2 ó 5;TRONCAL;Calle 26
9;F14;Portal Américas;19169;Ricaurte D - 4 ó 6;TRONCAL;Ricáurte
9;F14;Portal Américas;22848;Pradera A - 3 ó 6;TRONCAL;Pradera
9;F14;Portal Américas;25940;Banderas T5;TRONCAL;Banderas
9;F14;Portal Américas;26662;Tv. 86 A - 4 ó 6;TRONCAL;Transversal 86
9;F14;Portal Américas;28122;Biblioteca Tintal B - 4 ó 6;TRONCAL;Biblioteca Tintal
9;F14;Portal Américas;30265;Portal Américas T2 A;TRONCAL;Portal Américas
9;B14;Portal Norte;0;Portal Américas T2 A;TRONCAL;Portal Américas
9;B14;Portal Norte;2975;Biblioteca Tintal A - 2 ó 5;TRONCAL;Biblioteca Tintal
9;B14;Portal Norte;4163;Tv. 86 B - 2 ó 5;TRONCAL;Transversal 86
9;B14;Portal Norte;4982;Banderas T8;TRONCAL;Banderas
9;B14;Portal Norte;8140;Pradera A - 2 ó 5;TRONCAL;Pradera
9;B14;Portal Norte;11827;Ricaurte D - 2 ó 5;TRONCAL;Ricaurte
9;B14;Portal Norte;15498;Calle 26 A - 4 ó 6;TRONCAL;Calle 26
9;B14;Portal Norte;16089;Calle 34 A - 4 ó 6;TRONCAL;Calle 34
9;B14;Portal Norte;17220;Calle 45 A - 4 ó 6;TRONCAL;Calle 45
9;B14;Portal Norte;17901;Marly A - 4 ó 6;TRONCAL;Marly
9;B14;Portal Norte;21386;Héroes A - 4 ó 6;TRONCAL;Héroes
9;B14;Portal Norte;21789;Calle 85 A - 4 ó 6;TRONCAL;Calle 85
9;B14;Portal Norte;23220;Calle 100 B - 4 ó 6;TRONCAL;Calle 100
9;B14;Portal Norte;25510;Calle 127 A - 4 ó 6;TRONCAL;Calle 127
9;B14;Portal Norte;27397;Alcalá B - 4 ó 6;TRONCAL;Alcalá
9;B14;Portal Norte;28419;Calle 146 A - 4 ó 6;TRONCAL;Calle 146
9;B14;Portal Norte;31221;Portal Norte T2A;TRONCAL;Portal Norte
10;B16;Terminal;0;Portal Eldorado T-2;TRONCAL;Portal ElDorado
10;B16;Terminal;1755;Modelia B -1 ó 5;TRONCAL;Modelia
10;B16;Terminal;3581;Av. Rojas A - 2 ó 5;TRONCAL;Avenida Rojas
10;B16;Terminal;4117;El Tiempo - Maloka B - 1 ó 5;TRONCAL;El Tiempo - Maloka
10;B16;Terminal;4936;Salitre - El Greco B - 1 ó 5;TRONCAL;Salitre El Greco
10;B16;Terminal;5463;CAN B - 1 ó 5;TRONCAL;CAN
10;B16;Terminal;6665;Quinta Paredes A - 2 ó 5;TRONCAL;Quinta Paredes
10;B16;Terminal;7221;Recinto Ferial B - 1 ó 5;TRONCAL;Recinto Ferial
10;B16;Terminal;10195;Av. El Dorado A - 4 ó 6;TRONCAL;Avenida El Dorado
10;B16;Terminal;14283;Av. Chile C - 4 ó 6;TRONCAL;Avenida Chile
10;B16;Terminal;18625;Pepe Sierra A - 4 ó 6;TRONCAL;Pepe Sierra
10;B16;Terminal;21313;Alcalá C - 4 ó 6;TRONCAL;Alcalá
10;B16;Terminal;24062;Toberín C - 4 ó 6;TRONCAL;Toberín
10;B16;Terminal;25966;Calle 187 A - 4 ó 6;TRONCAL;Calle 187
10;B16;Terminal;26588;Terminal A - 4 ó 6;TRONCAL;Terminal
10;K16;Portal Eldorado;0;Terminal A - 4 ó 6;TRONCAL;Terminal
10;K16;Portal Eldorado;224;Terminal A - 2 ó 5;TRONCAL;Terminal
10;K16;Portal Eldorado;849;Calle 187 A - 2 ó 5;TRONCAL;Calle 187
10;K16;Portal Eldorado;2949;Toberín A - 2 ó 5;TRONCAL;Toberín
10;K16;Portal Eldorado;5503;Alcalá C - 2 ó 5;TRONCAL;Alcalá
10;K16;Portal Eldorado;8138;Pepe Sierra B - 2 ó 5;TRONCAL;Pepe Sierra
10;K16;Portal Eldorado;12597;Av. Chile B - 2 ó 5;TRONCAL;Avenida Chile
10;K16;Portal Eldorado;16627;Av. El Dorado A - 2 ó 5;TRONCAL;Avenida El Dorado
10;K16;Portal Eldorado;19647;Recinto Ferial B - 4 ó 6;TRONCAL;Recinto Ferial
10;K16;Portal Eldorado;20102;Quinta Paredes A - 3 ó 6;TRONCAL;Quinta Paredes
10;K16;Portal Eldorado;21399;CAN B - 4 ó 6;TRONCAL;CAN
10;K16;Portal Eldorado;21924;Salitre - El Greco B - 4 ó 6;TRONCAL;Salitre El Greco
10;K16;Portal Eldorado;22677;El Tiempo - Maloka A - 3 ó 6;TRONCAL;El Tiempo - Maloka
10;K16;Portal Eldorado;23279;Av. Rojas A - 3 ó 6;TRONCAL;Avenida Rojas
10;K16;Portal Eldorado;25110;Modelia B - 4 ó 6;TRONCAL;Modelia
10;K16;Portal Eldorado;25958;Portal Eldorado T-2;TRONCAL;Portal ElDorado
11;B27;Portal Norte;0;Portal Tunal T2;TRONCAL;Portal Tunal
11;B27;Portal Norte;3810;Calle 40 S. A - 4 ó 6;TRONCAL;Calle 40 Sur
11;B27;Portal Norte;9402;Av. Jiménez B - 4 ó 6;TRONCAL;Jiménez
11;B27;Portal Norte;13527;Marly A - 4 ó 6;TRONCAL;Marly
11;B27;Portal Norte;15943;Calle 72 B - 4 ó 6;TRONCAL;Calle 72
11;B27;Portal Norte;16425;Calle 76 A - 4 ó 6;TRONCAL;Calle 76
11;B27;Portal Norte;17637;Calle 85 C - 4 ó 6;TRONCAL;Calle 85
11;B27;Portal Norte;17858;Virrey A - 4 ó 6;TRONCAL;Virrey
11;B27;Portal Norte;27264;Portal Norte T5A;TRONCAL;Portal Norte
11;H27;H27 Portal Tunal;0;Portal Norte T5A;TRONCAL;Portal Norte
11;H27;H27 Portal Tunal;8842;Virrey A - 2 ó 5;TRONCAL;Virrey
11;H27;H27 Portal Tunal;9001;Calle 85 C - 2 ó 5;TRONCAL;Calle 85
11;H27;H27 Portal Tunal;10275;Calle 76 A - 2 ó 5;TRONCAL;Calle 76
11;H27;H27 Portal Tunal;10812;Calle 72 A - 2 ó 5;TRONCAL;Calle 72
11;H27;H27 Portal Tunal;13172;Marly A - 2 ó 5;TRONCAL;Marly
11;H27;H27 Portal Tunal;17378;Av. Jiménez A - 2 ó 5;TRONCAL;Jiménez
11;H27;H27 Portal Tunal;22820;Calle 40 S. B - 2 ó 5;TRONCAL;Calle 40 Sur
11;H27;H27 Portal Tunal;25780;Portal Tunal T2;TRONCAL;Portal Tunal
12;B28;Portal Norte;0;Portal Américas T3;TRONCAL;Portal Américas
12;B28;Portal Norte;2885;Biblioteca Tintal A - 1;TRONCAL;Biblioteca Tintal
12;B28;Portal Norte;4981;Banderas T6;TRONCAL;Banderas
12;B28;Portal Norte;10579;Zona Industrial A - 2;TRONCAL;Zona Industrial
12;B28;Portal Norte;11290;CDS - Cra. 32 A - 2;TRONCAL;CDS Carrera 32
12;B28;Portal Norte;13637;CAD B - 4 ó 6;TRONCAL;CAD
12;B28;Portal Norte;15249;U. Nacional B - 4 ó 6;TRONCAL;Universidad Nacional
12;B28;Portal Norte;17538;Simón Bolívar B - 4;TRONCAL;Simón Bolívar
12;B28;Portal Norte;18632;Av. Chile C - 4 ó 6;TRONCAL;Avenida Chile
12;B28;Portal Norte;20190;Castellana A - 3;TRONCAL;Castellana
12;B28;Portal Norte;22336;Calle 106 B - 4 ó 6;TRONCAL;Calle 106
12;B28;Portal Norte;23029;Pepe Sierra B - 4 ó 6;TRONCAL;Pepe Sierra
12;B28;Portal Norte;24794;Prado A - 3;TRONCAL;Prado
